;title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id
21;10 GitHub Repositories for AutoML;Khang Pham;2022-10-05 11:05:33;full;https://medium.com/@khang.pham.exxact/10-github-repositories-for-automl-56dbbfa52c2c;medium.com;Automated Machine Learning uses automatic processing done by given frameworks to make machine learning more accessible.;"Breakthroughs in artificial intelligence and machine learning have been two of the most exciting topics of the last two decades. Extensive research and hard work are necessary for machine learning and data science engineers to understand and run their models effectively.While they may differ depending on different individuals, the traditional machine learning steps include:Data AcquisitionData ExplorationData PreparationFeature EngineeringModel SelectionModel TrainingHyper Parameter TuningPredictionsWhile 8 steps may not seem like much when building a machine learning model, a single step from the ones above will take quite some time to perfect!The problem is exacerbated when non-expert machine learning practitioners go through these steps for the first time; the process will usually require more time and resources to complete, and even then the final result may not be as expected.";medium.com;51;news;US;en;Khang Pham;https://miro.medium.com/max/1200/0*xJh1U3nnHEfpWOfI;False;@Medium;11.02184;f96c28aeb41bd52c2a5ae3dbb19a3a29
22;The Only 30 Methods You Should Master To Become A Pandas Pro;Avi Chawla;2022-10-11 17:30:04;full;https://towardsdatascience.com/the-only-30-methods-you-should-master-to-become-a-pandas-pro-749795084bb2;towardsdatascience.com;After using pandas for over three years, here are the 30 methods I have used almost all the time;Photo by Glenn Carstens-Peters on UnsplashPandas is undoubtedly one of the best libraries ever built in Python for tabular data-wrangling and processing tasks.Being open-source, numerous developers from different parts of the world have contributed to its development and brought it to where it is today — supporting hundreds of methods for various tasks.However, if you are a newbie and trying to get a firm hold at the Pandas library, things can appear very daunting and overwhelming at first if you start with Pandas' Official Documentation.;towardsdatascience.com;2592;entertainment;US;en;Avi Chawla;https://miro.medium.com/max/1200/0*mXergPC5ziQ_N0Bs;False;@TDataScience;11.006421;59cd953c07e72852ae3b6a53f81ac2cc
23;ENT-Software Engineer-Exp;;2022-10-05 03:15:00;timezone unknown;https://www.insurancejournal.com/jobs/685922-ent-software-engineer-exp;insurancejournal.com;"Receive weekly alerts about insurance industry jobs. Back to Job Board More Jobs in ""Technology""";"Receive weekly alerts about insurance industry jobs. Back to Job Board More Jobs in ""Technology"" Posted on Sep 20 Remote, Remo 20 views The world isn't standing still, and neither is Allstate. We're moving quickly, looking across our businesses and brands and taking bold steps to better serve customers' evolving needs. That's why now is an exciting time to join our team. You'll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You'll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount.";insurancejournal.com;4191;news;US;en;;https://d6zxf491dr98g.cloudfront.net/logos/190x100/travelers.png;False;;10.668624;a41252faaeefc1bb96dc26c02c6e23ad
24;Post Doctoral Fellow, Geochemistry/Radiochemistry job with KHALIFA UNIVERSITY;;2022-10-12 01:22:42;full;https://www.timeshighereducation.com/unijobs/listing/312267/post-doctoral-fellow-geochemistry-radiochemistry/;timeshighereducation.com;To provide high quality research support and undertake internationally competitive research aimed at publication thereby contributing ...;Job Purpose To provide high quality research support and undertake internationally competitive research aimed at publication thereby contributing to the academic and research mission of the University. Since the Postdoctoral, experience is transitional to becoming an independent researcher or faculty member, the Postdoctoral tries their best to acquire the varied skills necessary to advance their career with guidance from the advisor. These skills include, but are not limited to, the ability to present research plans and findings in a convincing style, both in oral and written modes of communication, the ability to understand research group management and supervision of others, the ability to establish contacts and network with colleagues pursuing a similar research agenda, the ability to organize and teach a class or a course if more inclined towards a teaching career.;timeshighereducation.com;1613;news;GB;en;;"https://www.timeshighereducation.com/unijobs/getasset/ff6ca19c-d57d-4b5e-aea1-dbcf66ef14bf/;w=600;h=315";False;@timeshigherjobs;10.570123;7bd1df4c6a5dae4c8b9ce0e312aee3ef
25;26 Awesome Uses for a Raspberry Pi;Christian Cawley;2022-10-06 12:32:25;full;https://www.makeuseof.com/tag/different-uses-raspberry-pi/;makeuseof.com;Which Raspberry Pi project should you start with? Here's our roundup of the best Raspberry Pi uses and projects around!;"You've been thinking about it for a while, and you've finally taken the plunge: you've bought a Raspberry Pi. But what can you use it for? Can this little device really act as a desktop PC? As a server? As a radio station? Yes, it can!
To get you started, we've collected a whole bunch of uses for the Raspberry Pi, with detailed tutorials from across MakeUseOf.
We'll assume you're using a Raspberry Pi 4, but most of these projects will work on older models and the even the Raspberry Pi Zero. 1. Replace Your Desktop PC With a Raspberry Pi The simplest use for a Raspberry Pi is as a desktop computer.";makeuseof.com;1483;news;CA;en;Christian Cawley;https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2018/01/awesome-uses-raspi.jpg;False;@thegadgetmonkey;10.461694;b41d6c44bebbf357065eef6676443623
26;Aquatic Emission and Properties Analysis for Wind Turbine Blades;R. Jai Ganesh;2022-10-08 19:05:02;full;https://www.hindawi.com/journals/amse/2022/5746688/;hindawi.com;In light of rising energy demand, solar and wind power are popular renewable energy sources. A need for the hour is for reliable little wind power at a reasonable price. The materials needed the cost…;Advances in Materials Science and Engineering/2022/Article/Special IssueView this Special IssueResearch Article | Open AccessVolume 2022 | Article ID 5746688 | https://doi.org/10.1155/2022/5746688R. Jai Ganesh,1Manjunathan Alagarsamy,2G. Gabriel Santhosh Kumar,3P. Tamilnesan,4K. Kaarthik,5and Jemal Mohammed Yimer6Academic Editor: Jt Winowlin JappesIn light of rising energy demand, solar and wind power are popular renewable energy sources. A need for the hour is for reliable little wind power at a reasonable price.;© 2022 , Hindawi Limited . All rights reserved.;1129;science;GB;en;...,Alagarsamy,Gabriel Santhosh Kumar,Hindawi,Jai Ganesh,Jemal Mohammed Yimer,Kaarthik,Manjunathan Alagarsamy,R. Jai Ganesh,Tamilnesan,Yimer;https://images.hindawi.com/journals/amse/amse.banner.jpg;False;website;10.331153;5a1f1ca65a38132cab37d6aa63315551
27;Facing the challenge of tech transformation;;2022-10-05 15:45:00;timezone unknown;https://www.icaew.com/insights/viewpoints-on-the-news/2022/oct-2022/facing-the-challenge-of-tech-transformation;icaew.com;Finance teams must embrace finance transformation or face becoming obsolete, warns former Microsoft Finance Director Oliver Deacon. He shares his vision of the technologies that will shape the jobs of…;"UK finance teams are up to 10 years behind US-based leading tech companies in the adoption of tech that will change the face of finance with a host of new jobs that place accountants at the commercial heart of the business.
A staggering 60% of the jobs in finance today will not exist in 10 years' time, but only one in 10 of those affected are aware of the dramatic shift they face, warns Oliver Deacon, a former Microsoft finance director turned executive coach.
Despite the huge potential for technology to transform finance teams and strip away many of the transactional elements of the job, progress is slow, Deacon warns.";icaew.com;9842;news;GB;en;;https://cdn.icaew.com/uh/production/img/global/icons/favicon-32.png;False;;10.143119;1ddcff41141c2fec29aac598869f48c5
28;WiMLDS NYC: January 2022 Newsletter;Ellie D. Norris;2022-10-06 20:26:34;full;https://medium.com/wimlds-nyc-blog/wimlds-nyc-january-2022-newsletter-613dbc9637b4;medium.com;Special Announcements;Photo Credit: John H. Norris📣Reminder: We plan to publish a quarterly Q&A with a chapter member who would like to be featured on our new blog. If (a) you have just completed a certificate/degree or (b) you are seeking a career or job change, this platform may be a great way to publicize your accomplishments and goals.Please reach out to us at nyc@wimlds.org if you are interested in being featured in a publication.2021 Year in ReviewRead More on LinkedIn… and do not hesitate to connect with us at nyc@wimlds.;medium.com;51;entertainment;US;en;Ellie D. Norris;https://miro.medium.com/max/1200/0*KMbKLbnxv_fEPnJ4;False;@WiMLDS_NYC;9.965962;a946147a22ec03d153040acfb5d4b724
29;Improved Matrix Multiplication by Changing Loop Order;Almurayh;2022-10-11 13:05:04;full;https://www.hindawi.com/journals/misy/2022/9650652/;hindawi.com;Matrix multiplication has been implemented in various programming languages, and improved performance has been reported in many articles under various settings. Matrix multiplication is of paramount…;Mobile Information Systems/2022/Article/Matrix multiplication has been implemented in various programming languages, and improved performance has been reported in many articles under various settings. Matrix multiplication is of paramount interest to machine learning, a lightweight matrix-based key management protocol for IoT networks, animation, and so on. There has always been a need and an interest for improved performance in terms of algorithm implementation. In this work, the authors compared the run times of matrix multiplication in popular languages such as C++, Java, and Python.;© 2022 , Hindawi Limited . All rights reserved.;1129;science;GB;en;Abdullah,Abdullah Almurayh,Almurayh,Hindawi;https://images.hindawi.com/journals/misy/misy.banner.jpg;False;website;9.599242;0dfc4c50de908f029dc9730d02789db4
30;Proton Beamline Physicist (Scientist 2) in Los Alamos, NM for Los Alamos National Laboratory;;2022-10-11 22:56:16;full;https://careers.aps.org/jobs/17592828/proton-beamline-physicist-scientist-2;aps.org;Exciting opportunity in Los Alamos, NM for Los Alamos National Laboratory as a Proton Beamline Ph...;"Use this area to filter your search results. Each filter option allows for multiple selections. Level Entry Level (65) Experienced (307) Summer Research/Internship (11) Sector Academic (260) Government and National Lab (95) Non-Profit (34) Other (10) Private Sector (16) Degree/Education 4 Year Degree (24) Current Undergraduate (9) Doctorate (327) Masters (23) 
 Save Agent Los Alamos, New Mexico NEW! Senior Computational Physicist Redwood City, California NEW! Internal Number: IRC113792 What You Will DoThe P-1 Dynamic Imaging and Radiography Group seeks a beamline physicist to support development and operations efforts at Los Alamos Neutron Science Center's (LANSCE) Proton Radiography Facility (pRad).";aps.org;1598;news;US;en;;https://careers.aps.org/nsutilities/showLogo.cfm?id=1277750&orgType=employer&logoType=Primary&shareposting=1;False;;9.530484;c931375b4c0d7e013e76b8376b218356
31;Accelerate Big Transfer (BiT) model inference with Intel® OpenVINO™;psakamoori;2022-10-07 20:27:20;full;https://medium.com/openvino-toolkit/accelerate-big-transfer-bit-model-inference-with-intel-openvino-faaefaee8aec;medium.com;Authors: Pradeep Sakhamoori, Ravi Panchumarthy, Evgenya Stepyreva, Nico Galoppo.;Authors: Pradeep Sakhamoori, Ravi Panchumarthy, Evgenya Stepyreva, Nico Galoppo.1. Overview:The AI community has created many open-source tools and models that help AI developers build AI solutions quickly and efficiently. These open-source AI models can be fine-tuned to fit a user-specific task, which reduces the AI model development cycle time significantly compared to training a model from scratch. After fine-tuning the model and achieving the desired accuracy, the AI model should be deployed to production environments.;medium.com;51;news;US;en;psakamoori;https://miro.medium.com/max/1200/1*wTpYG20A97GbbfnZrqOCIg.png;False;@IntelSoftware;9.490543;13834afd94e684cde444c8eea8c7047d
32;From The Archers to I'm Alan Partridge: your favourite BBC shows ever;Guardian readers;2022-10-10 14:06:56;full;https://www.theguardian.com/tv-and-radio/2022/oct/10/from-the-archers-to-im-alan-partridge-your-favourite-bbc-shows-ever;theguardian.com;For the BBC centenary, we asked you to name the shows you have loved the most. From the rural radio classic to an ‘absolutely perfect' comedy and more, here are your top picks;It has to be Spooks. I've watched and rewatched it so many times. It is tight, tense, full of genuine peril for its main characters. The cast was consistently amazing particularly Nicola Walker, Matthew MacFadyen and Richard Armitage, whose performances really stayed with me. It could be devastating – Tom pushed to breaking point, Danny's death, Lucas and Harry on the top of a roof. Tariq on the streets, Colin's desperate demise. Ruth's return and loss (sob). It also had some exquisitely hideous characters, whether they were shady politicians or double-crossing team members.;theguardian.com;60;news;GB;en;Guardian Readers;https://i.guim.co.uk/img/media/1d1b2870383dcda561714ab4502b0646944dbdca/0_229_4238_2543/master/4238.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=92b7b3fdd4c0fd86c1c13580ff9705cf;False;@guardian;9.218693;23e42dd88b72a944683a81fe971d3690
33;9 business intelligence certifications to advance your BI career;Thor Olavsrud;2022-10-07 10:30:00;timezone unknown;https://www.cio.com/article/219932/11-business-intelligence-certifications-to-advance-your-bi-career.html;cio.com;From BI analysts and BI developers to BI architects and BI directors, business intelligence pros are in high demand. Here are the certifications that can give your career an edge.;With data increasingly vital to business success, business intelligence (BI) continues to grow in importance. With a strong BI strategy and team, organizations can perform the kinds of analysis necessary to help users make data-driven business decisions. BI encompasses numerous roles. BI analysts, with an average salary of $71,493 according to PayScale, provide application analysis and data modeling design for centralized data warehouses and extract data from databases and data warehouses for reporting, among other tasks.;cio.com;1478;news;US;en;Thor Olavsrud;https://www.cio.com/wp-content/uploads/2022/10/binary_glasses_certification-skills_studay_programmer_by-ameen-fahmy-unsplash-100764320-orig.jpg?quality=50&strip=all&w=1024;False;CIO;9.196392;85da0d1a88f4da3f6f523361ab82c75f
34;Associate Research Physicist- DIII-D Pedestal Diagnostics in San Diego, CA for Princeton Plasma Physics Laboratory (PPPL);;2022-10-05 19:26:23;full;https://careers.aps.org/jobs/17562674/associate-research-physicist-diii-d-pedestal-diagnostics;aps.org;Exciting opportunity in San Diego, CA for Princeton Plasma Physics Laboratory (PPPL) as a Associa...;"Use this area to filter your search results. Each filter option allows for multiple selections. Level Entry Level (57) Experienced (273) Summer Research/Internship (7) Sector Academic (226) Government and National Lab (82) Non-Profit (29) Other (8) Private Sector (16) Degree/Education 4 Year Degree (22) Current Undergraduate (8) Doctorate (292) Masters (15) 
 Save Agent Philadelphia , Pennsylvania Internal Number: 2022-15752 The Princeton Plasma Physics Laboratory seeks to fill an Associate Research Physicist position based at DIII-D (San Diego, CA) to work on diagnostics related to, and physics behind particle and thermal transport in the H-mode pedestal.";aps.org;1598;news;US;en;;https://careers.aps.org/nsutilities/showLogo.cfm?id=1281389&orgType=employer&logoType=Primary&shareposting=1;False;;9.074066;1eeb19404f3ee1989dd00afd87a72491
35;The rise of deepfakes in job interviews: Why we should be concerned;Susan Armstrong;2022-10-06 11:48:47;timezone unknown;https://www.euronews.com/next/2022/10/06/the-rise-of-deepfakes-in-job-interviews-why-we-should-be-concerned;euronews.com;The FBI released a statement saying more and more people are using deepfakes to apply for remote tech roles. Here's how and why we should be concerned.;"If you're fearful of a future where a potential employer can't tell the difference between a real applicant and a computer-generated forgery, aka a deepfake, and offers the job to them instead of you, you have reason to be a little alarmed.

The FBI's Internet Crime Complaint Centre (IC3) released a Public Service Announcement (PSA) warning employers and job seekers about the rising risk of deepfakes during the recruitment process.

Sure, watching startlingly accurate deepfake videos of actors like Tom Cruise can be fun, albeit a little unnerving at times.";euronews.com;692;news;FR;en;Euronews,Susan Armstrong;https://static.euronews.com/articles/stories/07/08/83/22/1000x563_cmsv2_c261d036-f74c-5cb6-9d74-9f1c5ce6bef5-7088322.jpg;False;@euronews;9.046189;23001c15f46fa445fc50b5fa961cf59a
36;Top 10 Flutter Development Companies in India 2023;HT Brand Studio;2022-10-10 12:37:41;full;https://www.hindustantimes.com/brand-stories/top-10-flutter-development-companies-in-india-2023-101665403701179.html;hindustantimes.com;Here are the top 10 Flutter developers in India 2023 for custom needs. The list is compiled after conducting deep research on app development skills, employee count, work experience, client reviews,…;Nowadays, cross-platform apps are making a buzz in the mobile app and software development world! There are plenty of cross-platform frameworks available, each with its individual pros and cons. Some years ago, Google launched the best framework—Flutter. Since Google released the Flutter framework, it has changed the world's view of native apps. Flutter is an open-source software development kit that makes applications simple and quick. According to recent research, Flutter is the most popular cross-platform mobile framework used by global developers in 2022.;hindustantimes.com;980;news;IN;en;HT Brand Studio;https://images.hindustantimes.com/img/2022/10/10/1600x900/97_1665405380938_1665405388175_1665405388175.jpg;False;@httweets;8.836664;dd3ef3facebc4277215001c5ee24f8eb
37;Microelectronics Precision Fabrication Postdoctoral Appointee;;2022-10-10 15:16:02;full;https://careers.aps.org/jobs/rss/17585909/microelectronics-precision-fabrication-postdoctoral-appointee;aps.org;Exciting opportunity in Albuquerque, NM for Sandia National Laboratories as a Microelectronics Precision Fabrication Postdoctoral Appointee;"Albuquerque, New Mexico, What Your Job Will Be Like: 
 We are seeking a Postdoctoral Appointee to contribute to the design, fabrication, and integration of emerging memory with digital logic to produce analog algorithm accelerators exploiting in-memory computing. This position will involve assisting with the design of bit-cells and core structures, including the development of masks and step-by-step fabrication process flows. In addition, custom and novel post-processing options on prototype devices will need to be developed.";aps.org;1598;news;US;en;;https://careers.aps.org/nsutilities/showLogo.cfm?id=86197&orgType=client&logoType=primary;False;;8.791761;1289f90a91926f5443489088d17694cb
38;Postdoctoral Researcher, Modelling the Climate Change Mitigation Potential of the Forest Sector job with UNIVERSITY OF HELSINKI;;2022-10-06 02:41:47;full;https://www.timeshighereducation.com/unijobs/listing/311587/postdoctoral-researcher-modelling-the-climate-change-mitigation-potential-of-the-forest-sector/;timeshighereducation.com;The Faculty of Agriculture and Forestry invites applications for the position of Postdoctoral researcher for a fixed term position ...;The Faculty of Agriculture and Forestry invites applications for the position of Postdoctoral researcher for a fixed term position starting on 1 January 2023, or as agreed. The postdoctoral researcher will be employed full time for a fixed term of approximately 4 years. The position is located at the Department of Forest Sciences in the research group Forest Bioeconomy, Business, and Sustainability (FBBS). The position connects with the following projects: Reduced emissions through wood use: Miti;timeshighereducation.com;1613;news;GB;en;;"https://www.timeshighereducation.com/unijobs/getasset/d3f958ac-7270-463b-af43-299acd18232d/;w=600;h=315";False;@timeshigherjobs;8.62023;7c22d3369f1bbc208f249f77ca33b432
39;Utah reptile lover, YouTuber dispelling fears, myths one animal at a time;Deseret Digital Media;2022-10-10 00:15:00;timezone unknown;https://www.ksl.com/article/50486111/utah-reptile-lover-youtuber-dispelling-fears-myths-one-animal-at-a-time;ksl.com;A Utah man's love of reptiles has reached hundreds of thousands of people, including students, who know more about the breeds than before because of his devotion.;Estimated read time: 5-6 minutesSPRINGVILLE — Few, if any, animals instill fear more than spiders, bats and snakes.But Clint Laidlaw is on a mission to educate the public, and evaporate the fear of at least two of the three.The interactive experience at Clint's Reptile Room — full of arachnids, boa constrictors and more — is housed at a historic 19th century building on Main Street in Springville, complete with an original brick, a painted mural and stained glass windows.Clint Laidlaw is seen in a YouTube video where he evaluates the reptiles he believes are best suited as pets.;ksl.com;3268;news;US;en;Deseret Digital Media,Mike Stapley;https://img.ksl.com/slc/2895/289575/28957533.jpg?filter=kslv2/responsive_story_lg;False;@kslcom;8.398745;0245b868d532c166f0112df88104da42
40;Home Interiors: How to choose and care for your mattress;Kya Delongchamps;2022-10-05 11:51:00;full;https://www.irishexaminer.com/property/homeandgardens/arid-40976324.html;irishexaminer.com;Circadian science has determined that sleep 'cleans the brain' and that regular, chronic sleep interruption can have serious health impacts;"Many of us don't bother to deep address a mattress issue until we drop-kick our cocoa over our spouse at 2am some Saturday night. This is outright neglect. It's estimated that every time we step out of bed, we leave behind 235ml of body fluids — a hearty mugful. Some of this revolting eau-de-you, will evaporate off, but much of it settles into the foam, fill, and ticking of the bed.

The UK Sleep Council have carried out research that indicates that an average mattress, after just two to three years, can carry worrying levels of staphylococcus, norovirus, and MRSA, sopped up by normal use.";irishexaminer.com;3118;news;IE;en;Kya Delongchamps;https://www.irishexaminer.com/cms_media/module_img/6455/3227933_9_seoimageog_modern_20bedroom.jpeg;False;@irishexaminer;8.20972;159ec2c04b627c447d03e6572dde934b
41;Milan bounce back against Juventus to give Allegri a slap in the face;Nicky Bandini;2022-10-10 12:40:06;full;https://www.theguardian.com/football/2022/oct/10/milan-bounce-back-against-juventus-to-give-allegri-a-slap-in-the-face;theguardian.com;Massimiliano Allegri took the Monty Python approach to explaining Juve's latest setback after setting himself up for a fall;Massimiliano Allegri threw down a gauntlet, only for his rivals to pick it up and slap him in the face with it. 'Try taking five starters away from Inter or Milan,' said the Juventus manager last month as he sought to defend his team's slow start to the Serie A season by gesturing at an extensive injury list. 'Then let's see if they run into difficulty.'Milan did indeed look diminished as they travelled to Stamford Bridge last week without Mike Maignan, Theo Hernández, Davide Calabria, Simon Kjær, Alexis Saelemaekers and Junior Messias – not to mention long-term absentee Zlatan Ibrahimovic.;theguardian.com;60;sport;GB;en;Nicky Bandini;https://i.guim.co.uk/img/media/2e532d6bc7343505d5032dc7f69e6766ba099a9a/0_303_5568_3341/master/5568.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=d486e7a3e703e9672e01cbcbc046a516;False;@guardian;7.7788544;4cbb61cdfca9d945d39bca85e7b2d522
42;"High schools: Coe-Brown volleyball wins championship rematch to remain undefeated; Tuesday's soccer and field hockey results";David Brooks;2022-10-12 04:02:05;full;https://www.concordmonitor.com/-48388001;concordmonitor.com;Girls' VolleyballCoe-Brown 3, Milford 0Key players: Coe-Brown – Noelle Sartin and Annie Jerome (combined for 15 kills, both hitting over .250), Annika Gunderson (3 blocks) and Alexis Cowan (combined…;"Girls' Volleyball

Coe-Brown 3, Milford 0

Key players: Coe-Brown – Noelle Sartin and Annie Jerome (combined for 15 kills, both hitting over .250), Annika Gunderson (3 blocks) and Alexis Cowan (combined for 9 kills), Libero Haile Comeau (13 digs, 2 assists), Emma Broadstone (2 aces)

Highlights: The Bears defeated the Spartans in straight sets, 25-17, 25-16, 25-16, in a rematch of last year's Division II championship match.

Coach's quote: 'We were loose and relaxed tonight, and stayed present. The girls did a great job responding to a solid Milford team who dug a lot of balls and made some excellent offensive plays.";concordmonitor.com;9344;news;US;en;David Brooks,Eileen O Grady,Jenny Whidden,Kelly Burch;http://www.concordmonitor.com/getattachment/39fc91ed-60b9-4c6a-a097-174ac45b6634/attachment.aspx;False;@conmonitornews;7.4233465;ecb90ac5e3848dbc19dd57a14d3d4649
43;12 People Skills to Succeed at Work;Coursera;2022-10-07 15:40:52;full;https://www.coursera.org/articles/people-skills;coursera.org;Your ability to work well with others—or your people skills—are valuable abilities. Learn more about key people skills to feature on your resume.;Working with others—and working well with others—is often a key part of many jobs. People skills, sometimes called interpersonal skills, are important traits you can develop or strengthen to create stronger relationships and improve how you work with others. As automation continues to escalate, 'the need for finely tuned social and emotional skills will rapidly grow' by 2030, according to a recent skills report from McKinsey [1]. In this article, we'll review several important people skills you can build or refine to succeed in your role.;coursera.org;474;news;unknown;en;Coursera;https://images.ctfassets.net/wp1lcwdav1p1/35TxcVMvldbvRshRpRu2lM/b29e5710ce320c8065d1b2364b0570e1/GettyImages-1316943039.jpg?w=1500&h=680&q=60&fit=fill&f=faces&fm=jpg&fl=progressive;False;Coursera;7.081554;cd650a711e40613f64072d8e5a4093ce
44;Georgetown recruit Kamryn Lee-Caracci defies categorization. One of the state's top middle hitters, the Lyons senior redefines the position. ‘Kam can do so many other things.';Matt Le Cren;2022-10-10 13:21:48;full;https://www.chicagotribune.com/suburbs/la-grange/sports/ct-dlg-gvb-lee-caracci-tl-1013-20221010-wq7lnu3thzgzphtcrq26xfy2qa-story.html;chicagotribune.com;The 6-foot-1 Lee-Caracci can play several positions, which isn't unusual. But her ability to excel at more than one is rare.;"Kamryn Lee-Caracci doesn't like stereotypes, including any about the position she plays.

The Lyons senior is one of the top middle hitters in the state and said the position doesn't get the respect it deserves.

'People always say the middles are the stupidest players, and I kind of hated getting that title, especially with how hard I work in school,' Lee-Caracci said.

If the disrespect came from another teenager, that would be one thing. But she said she heard it from a club coach, and that really got her riled up.";chicagotribune.com;408;news;US;en;Matt Le Cren;https://www.chicagotribune.com/resizer/4nThz04xJZmC3TO31tQjcz4fVSY=/1200x630/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/tronc/5N25CS63NFGGJBZZZWP2W7PD3U;False;@chicagotribune;6.511514;272b123d6813fcc066dff9fd5d9559a3
45;Deep learning model for analyzing the relationship between mandibular third molar and inferior alveolar nerve in panoramic radiography;Sukegawa;2022-10-08 09:44:09;full;https://www.nature.com/articles/s41598-022-21408-9;nature.com;Scientific Reports - Deep learning model for analyzing the relationship between mandibular third molar and inferior alveolar nerve in panoramic radiography;Deep learning model for analyzing the relationship between mandibular third molar and inferior alveolar nerve in panoramic radiography Shintaro Sukegawa1,2,3, Futa Tanaka4, Takeshi Hara4,5, Kazumasa Yoshii4, Katsusuke Yamashita6, Keisuke Nakano3, Kiyofumi Takabatake3, Hotaka Kawai3, Hitoshi Nagatsuka3 & …Yoshihiko Furuki1  Scientific Reports  12, Article number: 16925 (2022) Cite this article Dentoalveolar surgeryDigital radiography in dentistryPanoramic radiography In this study, the accuracy of the positional relationship of the contact between the inferior alveolar canal and mandibular third molar was evaluated using deep learning.;nature.com;108;business;GB;en;Department,Furuki,Futa,Gifu University,Graduate School,Hara,Hitoshi,Hotaka,Kagawa University School,Katsusuke,Kawai,Kazumasa,Keisuke,Kiyofumi,Maxillofacial Surgery,Medicine,Miki,Nagatsuka,Nakano,Okayama University,Polytechnic Center Kagawa,Research System,Shintaro,Sukegawa,Takabatake,Takamatsu,Takeshi,Tanaka,Yamashita,Yoshihiko,Yoshii;https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41598-022-21408-9/MediaObjects/41598_2022_21408_Fig1_HTML.png;False;@SciReports;5.6038723;d2adf44771c5c5dfa42d8e30430f4f74
46;iDetect for vulnerability detection in internet of things operating systems using machine learning;Al-Boghdady;2022-10-12 11:36:58;full;https://www.nature.com/articles/s41598-022-21325-x;nature.com;Scientific Reports - iDetect for vulnerability detection in internet of things operating systems using machine learning;iDetect for vulnerability detection in internet of things operating systems using machine learning Internet of Things (IoT) 's devices are ubiquitous and operate in a heterogonous environment with potential security breaches. IoT Operating Systems (IoT OSs) are the backbone software for running such devices. If IoT OSs are vulnerable to security breaches, higher-level security measures may not help. This paper aims to use Machine Learning (ML) to create a tool called iDetect for detecting vulnerabilities in C/C++ source code of IoT OSs.;nature.com;108;business;GB;en;Abdullah,Ahmed Zewail Street,Al-Boghdady,Artificial Intelligence,Cairo University,Department,Dokki,El-Ramly,Faculty,Giza,Khaled,Mohammad,Wassif;https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41598-022-21325-x/MediaObjects/41598_2022_21325_Fig1_HTML.png;False;@SciReports;5.004541;33a4401efbae472c4c6cf70fed22c743
47;The Best 95+ October Amazon Prime Day Deals to Shop Before Black Friday;Wirecutter Staff;2022-10-12 12:30:29;full;https://www.nytimes.com/wirecutter/money/prime-early-access-sale-best-deals-2022-1012/;nytimes.com;It's the second day of Amazon's October Prime Day. Check out the biggest discounts we're seeing on the very best, Wirecutter-approved products during the Prime Early Access Sale 2022.;"What we like: Withstands snow, rain, heat, and dust. You can control the two outlets independently. Easy to use and install. Operating-temperature range of -4º to 122º F.

Other things to know: No special effects. Offers 1,100 lumens, the equivalent of a 75-watt bulb. Supports Wi-Fi and Bluetooth. Compatible with Amazon Alexa, Google Assistant, IFTTT.

Other things to know: A little large for smaller ears. Five-hour battery life is middling.

What we like: Best cordless outdoor Wi-Fi camera. Delivers the best image and most specialized alerts.";nytimes.com;40;business;US;en;Wirecutter Staff;https://cdn.thewirecutter.com/wp-content/media/2022/10/bestdeals-2048px-tuesday-3x2-v2-1.jpg?auto=webp&quality=60&crop=1.91:1&width=1200;False;@wirecutter;4.6381316;8df076747e755084ad3f175fa54e1f74
48;NFL Week 5 picks, schedule, odds, injuries, stats, fantasy tips;ters;2022-10-07 10:54:44;full;https://abc7ny.com/sports/nfl-week-5-picks-schedule-odds-injuries-stats-fantasy-tips/12302393/;abc7ny.com;What to watch for in every game. Bold predictions. Fantasy advice. Key stats to know. And, of course, final score picks. It's all here for Week 5.;"The Week 5 NFL schedule for the 2022 season is stacked with great matchups, and we have you covered with what you need to know heading into the weekend. Our NFL Nation reporters bring us the biggest keys to every game and a bold prediction for each matchup.

Additionally, ESPN Stats & Information provides a big stat to know and a betting nugget for each contest, and our Football Power Index (FPI) goes inside the numbers with a matchup rating (on a scale of 1 to 100) and a game projection. ESPN researcher Kyle Soppe hands out helpful fantasy football intel, as well.";abc7ny.com;3291;news;US;en;ters;https://a.espncdn.com/photo/2022/0920/r1064395_1296x729_16-9.jpg?w=1600;False;@ABC7NY;4.040582;36b2beb5e72065a9ed6d13c0958c1c8a
